INCIDENTNU,INCIDENTNA,INCIDENTTY,FIREDATE,FINANCIALY,FIREYEAR,SEASON,DATERELIAB,SHAPE_Leng,SHAPE_Area,hecter2,REGION,shape_le_1,shape_ar_1,hect3,region_code
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,2,274.150619,3636.713259,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,2,2690.411264,123691.7636,12,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,2,150297.833,94866775.06,9487,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,2,70197.30476,60903063.52,6090,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,1654.764314,42467.41532,4,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,1566.052171,68930.16201,7,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,103.5082798,107.4269354,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,1342.165338,59071.18897,6,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,130.7819879,1012.790799,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,379.7071235,7554.893215,1,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,755.761366,25360.86508,3,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,1481.714474,86364.32863,9,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,1098.94087,59226.97233,6,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,11473.96036,3524725.84,352,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,76.37573525,200.7144945,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,4022.756282,543954.6543,54,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,258.6792505,3153.400289,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,995.2890052,45294.0151,5,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,804.0176275,22313.58921,2,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,285.357311,4439.416347,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,294.0165653,1692.694574,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,976.4586808,48343.51524,5,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,261.1891301,4377.909393,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,2492.323982,154174.9622,15,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,756.1839598,22871.67908,2,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,1641.80593,71845.8394,7,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,517.8443318,12134.2629,1,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,284.077444,4079.261259,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,56.6821429,117.188896,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,249.9509241,1990.523494,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,896.9686371,21686.53198,2,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,490.3495621,11450.16994,1,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,402.9094602,7069.84802,1,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,479.986253,6978.449966,1,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,396.0108531,9126.403434,1,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,2050.096322,145945.8881,15,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,356.5242524,2848.30616,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,124.1950005,98.73228945,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,1357.964089,46357.02042,5,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,391.6522525,7331.275173,1,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,1415.549612,22753.15996,2,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,230.345673,2692.683496,0,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,421.2071523,10450.84787,1,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,48441.79204,24700779.83,2470,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,483.0245546,14229.89997,1,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,6667.718553,481338.8099,48,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,1495.284598,12808.28489,1,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,11/30/1959,1959/1960,1959,SPRING,9,1672.710502,48111.28941,5,Eyre and Western,38.56274375,24.81323519,30748633,5
0,,Bushfire,12/31/1959,1959/1960,1959,SUMMER,5,2664.219371,282000.7874,28,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,12/31/1959,1959/1960,1959,SUMMER,5,7905.175219,1085748.795,109,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,12/31/1959,1959/1960,1959,SUMMER,5,520.7077148,8644.588586,1,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,12/31/1959,1959/1960,1959,SUMMER,5,655.2057334,25541.4053,3,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,12/31/1959,1959/1960,1959,SUMMER,5,7118.028709,2583538.416,258,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,12/31/1959,1959/1960,1959,SUMMER,5,170490.724,335472506.1,33547,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,10/3/1960,1960/1961,1960,SPRING,5,659.4033472,28214.99152,3,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,10/3/1960,1960/1961,1960,SPRING,5,5742.504921,898388.4166,90,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,10/3/1960,1960/1961,1960,SPRING,6,6903.653907,2217164.507,222,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,10/3/1960,1960/1961,1960,SPRING,6,1805.241983,97889.86582,10,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,10/3/1960,1960/1961,1960,SPRING,6,415.1318074,6354.420603,1,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,10/3/1960,1960/1961,1960,SPRING,6,806.8330523,17318.40286,2,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,10/3/1960,1960/1961,1960,SPRING,6,7923.833896,827189.9252,83,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,12/1/1960,1960/1961,1960,SUMMER,6,5572.468821,149854.9508,15,Southern Adelaide,1.935123865,0.186929454,231644,1
0,,Bushfire,12/1/1960,1960/1961,1960,SUMMER,6,5572.468821,149854.9508,15,Adelaide Hills,2.341343387,0.137105197,169901,4
0,,Bushfire,12/1/1960,1960/1961,1960,SUMMER,6,3201.148055,250804.277,25,Southern Adelaide,1.935123865,0.186929454,231644,1
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,5,173.454612,2070.105358,0,Limestone Coast,7.181517991,2.369442502,2936220,2
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,6,158.0352609,708.668103,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,6,46989.31983,34605347.02,3461,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,6,16778.17565,8350371.57,835,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,8,11750.57031,1229931.923,123,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,110.6420377,44.53798053,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,158.142046,59.78875882,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,6.267126407,0.249376,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,77.65985783,37.72121502,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,98.67605762,20.60056797,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,342.1584307,102.8269767,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,54.05859675,59.98625701,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,220.6054088,199.0648786,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,121.2571808,25.56030954,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,179.6292913,282.5077915,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,40.82378791,12.37597749,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,152.9312222,100.6954875,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,42.32126933,8.922707496,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,469.5901752,288.7402501,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,128.3164232,46.21096298,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,272.8297184,363.4296265,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,94.79136259,38.924834,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,3.526569968,0.114665,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,379.5240644,224.6480476,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,205.5517121,86.73432455,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,262.1491625,132.4919944,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,18786.25609,5147149.451,515,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,3277.791472,270017.6871,27,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,12/31/1960,1960/1961,1960,SUMMER,9,11771.15785,1163951.923,116,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,408.8656236,7192.48762,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,4229.124291,348818.9023,35,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,326.0588072,1383.260119,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,1620.162074,123146.5276,12,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,422.8857435,2473.101185,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,370.5068927,7870.396299,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,1504.75292,74789.66101,7,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,610.5321664,10022.51074,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,5937.510211,1198947.907,120,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,357.9177617,8856.853375,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,47709.89818,22357801.48,2236,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,634.1561217,19517.25063,2,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,436.1196901,9198.876144,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,378.8138915,2289.406163,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,708.1019474,22906.87008,2,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,284.3063117,3218.62967,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,1024.085258,31661.07727,3,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,97.98472897,149.1179075,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,64.7814505,112.626119,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,261.8350432,4224.739149,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,426.2957507,4817.534076,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,209.9024249,3028.038112,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,3742.674717,399826.9395,40,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,285.5905232,5703.379556,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,1289.385856,43566.88509,4,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,916.2970553,25669.30374,3,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,6934.213581,734500.3175,73,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,7641.075373,934670.8891,93,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,6007.831969,166052.3484,17,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,4168.250062,367751.9772,37,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,1612.004153,94909.22274,9,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,3072.63045,70105.85922,7,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,810.203326,17336.6513,2,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,938.0487518,10118.52967,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,1131.362608,48095.28328,5,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,1074.245378,23707.74466,2,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,4158.554088,78174.40969,8,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,516.2332276,11167.17934,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,407.3942388,7678.400019,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,781.6260669,13676.78911,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,444.3253567,9014.349228,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,1886.666667,79112.53678,8,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,744.0848675,26472.73836,3,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,3,3841.626384,155020.0964,16,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,5,16.74358046,8.483383488,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,5,287.9342213,2276.825592,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,5,3175.847913,267713.9165,27,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,5,7022.171567,447681.591,45,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,5,3460.275659,225812.5719,23,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,5,2447.196128,135855.7962,14,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,5,1886.762064,50312.50471,5,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,8500.146476,1423323.859,142,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,6413.598609,576152.6736,58,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,1344.822411,43140.64838,4,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,16063.16641,2509084.015,251,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,837.8548462,25511.62621,3,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,2599.86605,139887.5492,14,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,1421.314185,28772.71328,3,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,103.9167004,558.676181,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,461.2903926,12618.23613,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,4590.436681,486141.5713,49,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,628.7120653,11320.62446,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,2566.938369,81131.82467,8,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,454.4544313,1697.842711,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,85.53421927,323.5828335,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,3208.861404,201509.4149,20,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,877.8217016,19932.34845,2,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,2302.886133,211275.3478,21,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,587.0039149,15754.59845,2,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,2441.987338,81055.85488,8,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,1958.108325,74174.32367,7,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,60.46849225,121.426788,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,597.7688544,14564.46795,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,94.00290407,183.7705634,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,6816.249048,730174.1397,73,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,50.21559886,132.8479975,0,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,749.8837364,19867.08601,2,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,1655.67571,64837.75695,6,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,555.394775,10720.25139,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,6,5919.208286,260393.5845,26,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,7,2316.685634,219301.365,22,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,7,417.4648508,5472.080709,1,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,7,1623.699552,85073.87311,9,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,7,1045.820888,27557.33347,3,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,7,1570.036832,97055.45673,10,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,7,4335.943539,170924.4585,17,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
0,,Bushfire,1/21/1961,1960/1961,1961,SUMMER,7,1358.375052,47410.40492,5,Fleurieu and Kangaroo Island,8.17388618,1.534161513,908263,8
