Year,Month,Date,Region,Temp,Above 35,Burnoff,Hectares burned,Region Hectares,Hectare Percent Burnt,Bushfire,Severe Bushfire
1995,1,1/01/1995,2,24.5,1,0,0,2936220,0,0,0
1995,2,1/02/1995,2,26.4,6,0,0,2936220,0,0,0
1995,3,1/03/1995,2,22.0,0,0,0,2936220,0,0,0
1995,4,1/04/1995,2,17.4,0,0,0,2936220,0,0,0
1995,5,1/05/1995,2,15.4,0,0,0,2936220,0,0,0
1995,6,1/06/1995,2,13.7,0,0,0,2936220,0,0,0
1995,7,1/07/1995,2,12.6,0,0,0,2936220,0,0,0
1995,8,1/08/1995,2,15.5,0,0,0,2936220,0,0,0
1995,9,1/09/1995,2,15.8,0,0,0,2936220,0,0,0
1995,10,1/10/1995,2,17.3,0,0,0,2936220,0,0,0
1995,11,1/11/1995,2,20.9,0,0,0,2936220,0,0,0
1995,12,1/12/1995,2,21.1,0,0,123,2936220,0.004189059,1,0
1996,1,1/01/1996,2,23.5,1,0,0,2936220,0,0,0
1996,2,1/02/1996,2,24.7,0,0,0,2936220,0,0,0
1996,3,1/03/1996,2,23.9,1,0,0,2936220,0,0,0
1996,4,1/04/1996,2,17.4,0,0,0,2936220,0,0,0
1996,5,1/05/1996,2,16.9,0,0,0,2936220,0,0,0
1996,6,1/06/1996,2,14.3,0,0,0,2936220,0,0,0
1996,7,1/07/1996,2,13.2,0,0,0,2936220,0,0,0
1996,8,1/08/1996,2,14.0,0,0,0,2936220,0,0,0
1996,9,1/09/1996,2,15.4,0,0,0,2936220,0,0,0
1996,10,1/10/1996,2,18.2,0,0,59,2936220,0.002009386,1,0
1996,11,1/11/1996,2,19.4,0,0,0,2936220,0,0,0
1996,12,1/12/1996,2,21.6,1,0,19,2936220,0.00064709,1,0
1997,1,1/01/1997,2,27.2,5,0,0,2936220,0,0,0
1997,2,1/02/1997,2,28.5,7,0,0,2936220,0,0,0
1997,3,1/03/1997,2,21.0,0,0,0,2936220,0,0,0
1997,4,1/04/1997,2,19.7,0,0,0,2936220,0,0,0
1997,5,1/05/1997,2,15.0,0,0,0,2936220,0,0,0
1997,6,1/06/1997,2,14.0,0,0,0,2936220,0,0,0
1997,7,1/07/1997,2,12.7,0,0,0,2936220,0,0,0
1997,8,1/08/1997,2,13.3,0,0,0,2936220,0,0,0
1997,9,1/09/1997,2,15.8,0,0,0,2936220,0,0,0
1997,10,1/10/1997,2,18.6,0,0,0,2936220,0,0,0
1997,11,1/11/1997,2,21.4,2,0,0,2936220,0,0,0
1997,12,1/12/1997,2,22.7,0,0,160,2936220,0.005449183,1,0
1998,1,1/01/1998,2,25.5,2,0,43,2936220,0.001464468,1,0
1998,2,1/02/1998,2,24.5,2,0,0,2936220,0,0,0
1998,3,1/03/1998,2,23.7,1,0,0,2936220,0,0,0
1998,4,1/04/1998,2,17.6,0,0,0,2936220,0,0,0
1998,5,1/05/1998,2,15.7,0,0,0,2936220,0,0,0
1998,6,1/06/1998,2,13.0,0,0,0,2936220,0,0,0
1998,7,1/07/1998,2,12.8,0,0,0,2936220,0,0,0
1998,8,1/08/1998,2,15.0,0,0,0,2936220,0,0,0
1998,9,1/09/1998,2,16.3,0,0,0,2936220,0,0,0
1998,10,1/10/1998,2,16.8,0,0,0,2936220,0,0,0
1998,11,1/11/1998,2,20.4,1,0,0,2936220,0,0,0
1998,12,1/12/1998,2,24.4,2,0,208,2936220,0.007083938,1,0
1999,1,1/01/1999,2,27.3,2,0,46614,2936220,1.587551342,1,0
1999,2,1/02/1999,2,26.9,3,0,0,2936220,0,0,0
1999,3,1/03/1999,2,22.0,0,0,0,2936220,0,0,0
1999,4,1/04/1999,2,18.2,0,0,0,2936220,0,0,0
1999,5,1/05/1999,2,17.1,0,0,0,2936220,0,0,0
1999,6,1/06/1999,2,14.1,0,0,0,2936220,0,0,0
1999,7,1/07/1999,2,14.0,0,0,0,2936220,0,0,0
1999,8,1/08/1999,2,15.1,0,0,0,2936220,0,0,0
1999,9,1/09/1999,2,17.2,0,0,0,2936220,0,0,0
1999,10,1/10/1999,2,19.4,0,0,0,2936220,0,0,0
1999,11,1/11/1999,2,20.1,0,0,0,2936220,0,0,0
1999,12,1/12/1999,2,22.4,2,0,64,2936220,0.002179673,1,0
2000,1,1/01/2000,2,24.8,4,0,0,2936220,0,0,0
2000,2,1/02/2000,2,29.7,6,0,0,2936220,0,0,0
2000,3,1/03/2000,2,24.6,3,0,0,2936220,0,0,0
2000,4,1/04/2000,2,20.4,0,0,0,2936220,0,0,0
2000,5,1/05/2000,2,15.5,0,0,0,2936220,0,0,0
2000,6,1/06/2000,2,13.7,0,0,0,2936220,0,0,0
2000,7,1/07/2000,2,13.4,0,0,0,2936220,0,0,0
2000,8,1/08/2000,2,14.4,0,0,0,2936220,0,0,0
2000,9,1/09/2000,2,15.3,0,0,0,2936220,0,0,0
2000,10,1/10/2000,2,17.5,0,0,0,2936220,0,0,0
2000,11,1/11/2000,2,22.8,0,0,0,2936220,0,0,0
2000,12,1/12/2000,2,24.4,1,0,997,2936220,0.033955221,1,0
2001,1,1/01/2001,2,28.5,5,0,23,2936220,0.00078332,1,0
2001,2,1/02/2001,2,28.6,7,0,0,2936220,0,0,0
2001,3,1/03/2001,2,23.1,1,0,0,2936220,0,0,0
2001,4,1/04/2001,2,19.6,0,0,0,2936220,0,0,0
2001,5,1/05/2001,2,16.4,0,0,0,2936220,0,0,0
2001,6,1/06/2001,2,14.8,0,0,0,2936220,0,0,0
2001,7,1/07/2001,2,14.0,0,0,0,2936220,0,0,0
2001,8,1/08/2001,2,14.7,0,0,0,2936220,0,0,0
2001,9,1/09/2001,2,17.8,0,0,0,2936220,0,0,0
2001,10,1/10/2001,2,16.8,0,0,0,2936220,0,0,0
2001,11,1/11/2001,2,18.7,0,0,0,2936220,0,0,0
2001,12,1/12/2001,2,19.0,0,0,199,2936220,0.006777421,1,0
2002,1,1/01/2002,2,23.0,1,0,148,2936220,0.005040494,1,0
2002,2,1/02/2002,2,23.9,1,0,0,2936220,0,0,0
2002,3,1/03/2002,2,23.7,1,0,0,2936220,0,0,0
2002,4,1/04/2002,2,22.0,0,0,0,2936220,0,0,0
2002,5,1/05/2002,2,18.4,0,0,0,2936220,0,0,0
2002,6,1/06/2002,2,14.7,0,0,0,2936220,0,0,0
2002,7,1/07/2002,2,14.3,0,0,0,2936220,0,0,0
2002,8,1/08/2002,2,14.6,0,0,0,2936220,0,0,0
2002,9,1/09/2002,2,16.1,0,0,0,2936220,0,0,0
2002,10,1/10/2002,2,18.1,0,0,0,2936220,0,0,0
2002,11,1/11/2002,2,21.8,0,0,19461,2936220,0.662790935,1,0
2002,12,1/12/2002,2,23.8,2,0,206,2936220,0.007015823,1,0
2003,1,1/01/2003,2,26.5,3,0,0,2936220,0,0,0
2003,2,1/02/2003,2,24.5,2,0,0,2936220,0,0,0
2003,3,1/03/2003,2,21.9,1,0,0,2936220,0,0,0
2003,4,1/04/2003,2,20.5,0,0,0,2936220,0,0,0
2003,5,1/05/2003,2,17.3,0,0,0,2936220,0,0,0
2003,6,1/06/2003,2,14.0,0,0,0,2936220,0,0,0
2003,7,1/07/2003,2,13.7,0,0,0,2936220,0,0,0
2003,8,1/08/2003,2,13.6,0,0,0,2936220,0,0,0
2003,9,1/09/2003,2,15.3,0,25,0,2936220,0,0,0
2003,10,1/10/2003,2,15.9,0,0,0,2936220,0,0,0
2003,11,1/11/2003,2,21.9,0,0,6,2936220,0.000204344,1,0
2003,12,1/12/2003,2,24.6,2,140,302,2936220,0.010285333,1,0
2004,1,1/01/2004,2,21.3,0,0,0,2936220,0,0,0
2004,2,1/02/2004,2,25.3,1,0,0,2936220,0,0,0
2004,3,1/03/2004,2,22.5,2,0,3609,2936220,0.122913133,1,0
2004,4,1/04/2004,2,19.5,0,0,0,2936220,0,0,0
2004,5,1/05/2004,2,16.0,0,24,21,2936220,0.000715205,1,0
2004,6,1/06/2004,2,13.9,0,0,0,2936220,0,0,0
2004,7,1/07/2004,2,13.0,0,0,0,2936220,0,0,0
2004,8,1/08/2004,2,14.5,0,0,0,2936220,0,0,0
2004,9,1/09/2004,2,16.0,0,0,0,2936220,0,0,0
2004,10,1/10/2004,2,20.2,0,59,38,2936220,0.001294181,1,0
2004,11,1/11/2004,2,20.5,1,0,0,2936220,0,0,0
2004,12,1/12/2004,2,24.8,2,0,1,2936220,3.40574E-05,1,0
2005,1,1/01/2005,2,25.8,3,0,24509,2936220,0.834712658,1,0
2005,2,1/02/2005,2,23.0,2,0,0,2936220,0,0,0
2005,3,1/03/2005,2,22.6,1,0,0,2936220,0,0,0
2005,4,1/04/2005,2,22.7,0,0,18,2936220,0.000613033,1,0
2005,5,1/05/2005,2,17.4,0,68,0,2936220,0,0,0
2005,6,1/06/2005,2,15.3,0,0,0,2936220,0,0,0
2005,7,1/07/2005,2,13.9,0,0,0,2936220,0,0,0
2005,8,1/08/2005,2,14.9,0,0,0,2936220,0,0,0
2005,9,1/09/2005,2,16.7,0,0,0,2936220,0,0,0
2005,10,1/10/2005,2,18.4,0,0,0,2936220,0,0,0
2005,11,1/11/2005,2,22.0,0,0,19,2936220,0.00064709,1,0
2005,12,1/12/2005,2,24.8,1,104,3,2936220,0.000102172,1,0
2006,1,1/01/2006,2,27.0,5,0,0,2936220,0,0,0
2006,2,1/02/2006,2,23.9,0,0,0,2936220,0,0,0
2006,3,1/03/2006,2,25.9,3,1,0,2936220,0,0,0
2006,4,1/04/2006,2,17.3,0,25,0,2936220,0,0,0
2006,5,1/05/2006,2,14.6,0,106,0,2936220,0,0,0
2006,6,1/06/2006,2,14.0,0,0,0,2936220,0,0,0
2006,7,1/07/2006,2,13.0,0,0,0,2936220,0,0,0
2006,8,1/08/2006,2,15.5,0,0,0,2936220,0,0,0
2006,9,1/09/2006,2,16.9,0,0,0,2936220,0,0,0
2006,10,1/10/2006,2,20.5,0,46,0,2936220,0,0,0
2006,11,1/11/2006,2,22.3,1,0,6883,2936220,0.23441704,1,0
2006,12,1/12/2006,2,24.7,2,73,263,2936220,0.008957094,1,0
2007,1,1/01/2007,2,26.7,4,0,0,2936220,0,0,0
2007,2,1/02/2007,2,28.4,3,0,0,2936220,0,0,0
2007,3,1/03/2007,2,24.7,0,62,0,2936220,0,0,0
2007,4,1/04/2007,2,22.2,0,82,0,2936220,0,0,0
2007,5,1/05/2007,2,17.8,0,0,0,2936220,0,0,0
2007,6,1/06/2007,2,13.0,0,0,0,2936220,0,0,0
2007,7,1/07/2007,2,13.7,0,0,0,2936220,0,0,0
2007,8,1/08/2007,2,15.5,0,433,0,2936220,0,0,0
2007,9,1/09/2007,2,17.0,0,0,0,2936220,0,0,0
2007,10,1/10/2007,2,18.4,0,0,0,2936220,0,0,0
2007,11,1/11/2007,2,21.8,0,0,0,2936220,0,0,0
2007,12,1/12/2007,2,25.8,4,61,17,2936220,0.000578976,1,0
2008,1,1/01/2008,2,26.5,3,0,0,2936220,0,0,0
2008,2,1/02/2008,2,23.9,3,0,0,2936220,0,0,0
2008,3,1/03/2008,2,27.0,6,242,0,2936220,0,0,0
2008,4,1/04/2008,2,19.7,0,45,0,2936220,0,0,0
2008,5,1/05/2008,2,16.4,0,90,0,2936220,0,0,0
2008,6,1/06/2008,2,14.9,0,0,0,2936220,0,0,0
2008,7,1/07/2008,2,12.6,0,0,0,2936220,0,0,0
2008,8,1/08/2008,2,12.9,0,0,0,2936220,0,0,0
2008,9,1/09/2008,2,16.2,0,62,0,2936220,0,0,0
2008,10,1/10/2008,2,20.2,0,107,4,2936220,0.00013623,1,0
2008,11,1/11/2008,2,20.8,0,0,3,2936220,0.000102172,1,0
2008,12,1/12/2008,2,20.4,0,85,18,2936220,0.000613033,1,0
2009,1,1/01/2009,2,26.7,5,0,52,2936220,0.001770984,1,0
2009,2,1/02/2009,2,26.8,1,0,262,2936220,0.008923037,1,0
2009,3,1/03/2009,2,23.1,0,0,0,2936220,0,0,0
2009,4,1/04/2009,2,19.6,0,0,0,2936220,0,0,0
2009,5,1/05/2009,2,16.5,0,262,0,2936220,0,0,0
2009,6,1/06/2009,2,14.1,0,0,0,2936220,0,0,0
2009,7,1/07/2009,2,13.4,0,0,0,2936220,0,0,0
2009,8,1/08/2009,2,15.2,0,0,0,2936220,0,0,0
2009,9,1/09/2009,2,16.2,0,0,0,2936220,0,0,0
2009,10,1/10/2009,2,17.8,0,1518,1273,2936220,0.043355062,1,0
2009,11,1/11/2009,2,26.2,0,71,4,2936220,0.00013623,1,0
2009,12,1/12/2009,2,24.8,5,0,1349,2936220,0.045943424,1,0
2010,1,1/01/2010,2,25.9,3,0,220,2936220,0.007492627,1,0
2010,2,1/02/2010,2,27.7,6,0,1,2936220,3.40574E-05,1,0
2010,3,1/03/2010,2,24.5,0,8,0,2936220,0,0,0
2010,4,1/04/2010,2,19.9,0,0,0,2936220,0,0,0
2010,5,1/05/2010,2,16.6,0,143,0,2936220,0,0,0
2010,6,1/06/2010,2,13.6,0,0,0,2936220,0,0,0
2010,7,1/07/2010,2,14.0,0,0,0,2936220,0,0,0
2010,8,1/08/2010,2,13.0,0,0,0,2936220,0,0,0
2010,9,1/09/2010,2,14.4,0,0,0,2936220,0,0,0
2010,10,1/10/2010,2,18.8,0,505,0,2936220,0,0,0
2010,11,1/11/2010,2,21.1,0,5,0,2936220,0,0,0
2010,12,1/12/2010,2,23.2,0,0,0,2936220,0,0,0
2011,1,1/01/2011,2,24.8,2,0,0,2936220,0,0,0
2011,2,1/02/2011,2,24.1,0,0,0,2936220,0,0,0
2011,3,1/03/2011,2,21.4,0,85,0,2936220,0,0,0
2011,4,1/04/2011,2,19.1,0,1468,0,2936220,0,0,0
2011,5,1/05/2011,2,15.2,0,0,0,2936220,0,0,0
2011,6,1/06/2011,2,14.3,0,0,0,2936220,0,0,0
2011,7,1/07/2011,2,13.6,0,0,0,2936220,0,0,0
2011,8,1/08/2011,2,16.1,0,0,0,2936220,0,0,0
2011,9,1/09/2011,2,17.1,0,0,0,2936220,0,0,0
2011,10,1/10/2011,2,19.0,0,139,0,2936220,0,0,0
2011,11,1/11/2011,2,22.4,0,89,2,2936220,6.81148E-05,1,0
2011,12,1/12/2011,2,24.4,0,6,8,2936220,0.000272459,1,0
2012,1,1/01/2012,2,27.9,9,0,36,2936220,0.001226066,1,0
2012,2,1/02/2012,2,26.2,3,0,8,2936220,0.000272459,1,0
2012,3,1/03/2012,2,23.7,0,73,30,2936220,0.001021722,1,0
2012,4,1/04/2012,2,21.9,0,392,1,2936220,3.40574E-05,1,0
2012,5,1/05/2012,2,16.0,0,9,0,2936220,0,0,0
2012,6,1/06/2012,2,13.5,0,0,0,2936220,0,0,0
2012,7,1/07/2012,2,14.0,0,0,0,2936220,0,0,0
2012,8,1/08/2012,2,14.0,0,0,0,2936220,0,0,0
2012,9,1/09/2012,2,16.6,0,0,0,2936220,0,0,0
2012,10,1/10/2012,2,18.6,0,60,0,2936220,0,0,0
2012,11,1/11/2012,2,23.4,1,0,345,2936220,0.011749801,1,0
2012,12,1/12/2012,2,24.5,2,0,6214,2936220,0.211632643,1,0
2013,1,1/01/2013,2,26.8,3,0,248,2936220,0.008446234,1,0
2013,2,1/02/2013,2,28.4,6,0,2328,2936220,0.079285612,1,0
2013,3,1/03/2013,2,26.8,5,6,4,2936220,0.00013623,1,0
2013,4,1/04/2013,2,20.6,0,70,0,2936220,0,0,0
2013,5,1/05/2013,2,17.3,0,11,0,2936220,0,0,0
2013,6,1/06/2013,2,14.6,0,0,0,2936220,0,0,0
2013,7,1/07/2013,2,14.1,0,0,0,2936220,0,0,0
2013,8,1/08/2013,2,15.0,0,0,0,2936220,0,0,0
2013,9,1/09/2013,2,18.1,0,0,0,2936220,0,0,0
2013,10,1/10/2013,2,17.3,0,169,0,2936220,0,0,0
2013,11,1/11/2013,2,19.6,0,66,114,2936220,0.003882543,1,0
2013,12,1/12/2013,2,23.7,2,0,0,2936220,0,0,0
2014,1,1/01/2014,2,28.1,6,0,85887,2936220,2.925087357,1,1
2014,2,1/02/2014,2,27.4,5,0,0,2936220,0,0,0
2014,3,1/03/2014,2,24.0,2,8,0,2936220,0,0,0
2014,4,1/04/2014,2,20.3,1,8,1,2936220,3.40574E-05,1,0
2014,5,1/05/2014,2,17.6,0,0,0,2936220,0,0,0
2014,6,1/06/2014,2,14.4,0,0,0,2936220,0,0,0
2014,7,1/07/2014,2,13.4,0,0,0,2936220,0,0,0
2014,8,1/08/2014,2,15.2,0,0,0,2936220,0,0,0
2014,9,1/09/2014,2,17.8,0,0,1,2936220,3.40574E-05,1,0
2014,10,1/10/2014,2,21.1,0,0,0,2936220,0,0,0
2014,11,1/11/2014,2,23.7,1,0,102,2936220,0.003473854,1,0
2014,12,1/12/2014,2,23.1,1,0,0,2936220,0,0,0
2015,1,1/01/2015,2,25.5,3,0,927,2936220,0.031571204,1,0
2015,2,1/02/2015,2,28.1,5,0,0,2936220,0,0,0
2015,3,1/03/2015,2,22.0,0,0,0,2936220,0,0,0
2015,4,1/04/2015,2,17.9,0,4,0,2936220,0,0,0
2015,5,1/05/2015,2,15.8,0,4,0,2936220,0,0,0
2015,6,1/06/2015,2,13.9,0,0,0,2936220,0,0,0
2015,7,1/07/2015,2,12.6,0,0,0,2936220,0,0,0
2015,8,1/08/2015,2,13.8,0,0,0,2936220,0,0,0
2015,9,1/09/2015,2,16.4,0,0,0,2936220,0,0,0
2015,10,1/10/2015,2,23.7,0,0,0,2936220,0,0,0
2015,11,1/11/2015,2,22.5,1,0,0,2936220,0,0,0
2015,12,1/12/2015,2,28.7,9,0,0,2936220,0,0,0
2016,1,1/01/2016,2,27.4,2,0,70,2936220,0.002384018,1,0
2016,2,1/02/2016,2,25.4,1,0,0,2936220,0,0,0
2016,3,1/03/2016,2,24.0,1,577,0,2936220,0,0,0
2016,4,1/04/2016,2,21.3,0,0,0,2936220,0,0,0
1955,1,1/01/1955,3,,,0,0,6659290,0,0,0
1955,2,1/02/1955,3,,,0,0,6659290,0,0,0
1955,3,1/03/1955,3,,,0,0,6659290,0,0,0
1955,4,1/04/1955,3,,,0,0,6659290,0,0,0
1955,5,1/05/1955,3,,,0,0,6659290,0,0,0
1955,6,1/06/1955,3,,,0,0,6659290,0,0,0
1955,7,1/07/1955,3,,,0,0,6659290,0,0,0
1955,8,1/08/1955,3,,,0,0,6659290,0,0,0
1955,9,1/09/1955,3,,,0,0,6659290,0,0,0
1955,10,1/10/1955,3,,,0,0,6659290,0,0,0
1955,11,1/11/1955,3,,,0,0,6659290,0,0,0
1955,12,1/12/1955,3,,,0,0,6659290,0,0,0
1956,1,1/01/1956,3,,,0,0,6659290,0,0,0
1956,2,1/02/1956,3,,,0,0,6659290,0,0,0
1956,3,1/03/1956,3,,,0,0,6659290,0,0,0
1956,4,1/04/1956,3,,,0,0,6659290,0,0,0
1956,5,1/05/1956,3,,,0,0,6659290,0,0,0
1956,6,1/06/1956,3,,,0,0,6659290,0,0,0
1956,7,1/07/1956,3,,,0,0,6659290,0,0,0
1956,8,1/08/1956,3,,,0,113,6659290,0.001696878,1,0
1956,9,1/09/1956,3,,,0,246,6659290,0.003694088,1,0
1956,10,1/10/1956,3,,,0,0,6659290,0,0,0
1956,11,1/11/1956,3,,,0,3,6659290,4.50498E-05,1,0
1956,12,1/12/1956,3,,,0,0,6659290,0,0,0
1957,1,1/01/1957,3,27.2,5,0,0,6659290,0,0,0
1957,2,1/02/1957,3,26.6,3,0,0,6659290,0,0,0
1957,3,1/03/1957,3,23.7,0,0,0,6659290,0,0,0
1957,4,1/04/1957,3,19.6,0,0,0,6659290,0,0,0
1957,5,1/05/1957,3,17.1,0,0,0,6659290,0,0,0
1957,6,1/06/1957,3,18.3,0,0,0,6659290,0,0,0
1957,7,1/07/1957,3,11.8,0,0,0,6659290,0,0,0
1957,8,1/08/1957,3,14.1,0,0,0,6659290,0,0,0
1957,9,1/09/1957,3,15.5,0,0,0,6659290,0,0,0
1957,10,1/10/1957,3,19.2,0,0,0,6659290,0,0,0
1957,11,1/11/1957,3,21.8,0,0,0,6659290,0,0,0
1957,12,1/12/1957,3,26.6,3,0,0,6659290,0,0,0
1958,1,1/01/1958,3,25.1,1,0,0,6659290,0,0,0
1958,2,1/02/1958,3,26.8,2,0,0,6659290,0,0,0
1958,3,1/03/1958,3,22.9,0,0,0,6659290,0,0,0
1958,4,1/04/1958,3,22.1,0,0,0,6659290,0,0,0
1958,5,1/05/1958,3,16.9,0,0,0,6659290,0,0,0
1958,6,1/06/1958,3,12.3,0,0,0,6659290,0,0,0
1958,7,1/07/1958,3,12.0,0,0,0,6659290,0,0,0
1958,8,1/08/1958,3,12.8,0,0,0,6659290,0,0,0
1958,9,1/09/1958,3,14.1,0,0,0,6659290,0,0,0
1958,10,1/10/1958,3,16.8,0,0,0,6659290,0,0,0
1958,11,1/11/1958,3,21.5,0,0,0,6659290,0,0,0
1958,12,1/12/1958,3,21.9,0,0,5274,6659290,0.079197632,1,0
1959,1,1/01/1959,3,29.2,6,0,0,6659290,0,0,0
1959,2,1/02/1959,3,25.8,2,0,0,6659290,0,0,0
1959,3,1/03/1959,3,24.3,0,0,0,6659290,0,0,0
1959,4,1/04/1959,3,21.7,0,0,0,6659290,0,0,0
1959,5,1/05/1959,3,16.9,0,0,0,6659290,0,0,0
1959,6,1/06/1959,3,14.6,0,0,0,6659290,0,0,0
1959,7,1/07/1959,3,13.2,0,0,0,6659290,0,0,0
1959,8,1/08/1959,3,15.4,0,0,0,6659290,0,0,0
1959,9,1/09/1959,3,15.8,0,0,0,6659290,0,0,0
1959,10,1/10/1959,3,18.7,0,0,0,6659290,0,0,0
1959,11,1/11/1959,3,25.5,2,0,0,6659290,0,0,0
1959,12,1/12/1959,3,21.9,0,0,0,6659290,0,0,0
1960,1,1/01/1960,3,29.8,6,0,0,6659290,0,0,0
1960,2,1/02/1960,3,24.0,0,0,0,6659290,0,0,0
1960,3,1/03/1960,3,25.2,0,0,0,6659290,0,0,0
1960,4,1/04/1960,3,17.9,0,0,0,6659290,0,0,0
1960,5,1/05/1960,3,13.5,0,0,0,6659290,0,0,0
1960,6,1/06/1960,3,12.3,0,0,0,6659290,0,0,0
1960,7,1/07/1960,3,12.1,0,0,0,6659290,0,0,0
1960,8,1/08/1960,3,12.6,0,0,0,6659290,0,0,0
1960,9,1/09/1960,3,14.3,0,0,0,6659290,0,0,0
1960,10,1/10/1960,3,19.7,0,0,0,6659290,0,0,0
1960,11,1/11/1960,3,19.6,0,0,0,6659290,0,0,0
1960,12,1/12/1960,3,27.4,8,0,0,6659290,0,0,0
1961,1,1/01/1961,3,30.8,10,0,0,6659290,0,0,0
1961,2,1/02/1961,3,27.5,3,0,0,6659290,0,0,0
1961,3,1/03/1961,3,24.9,1,0,2809,6659290,0.042181674,1,0
1961,4,1/04/1961,3,20.5,0,0,0,6659290,0,0,0
1961,5,1/05/1961,3,17.0,0,0,0,6659290,0,0,0
1961,6,1/06/1961,3,15.1,0,0,0,6659290,0,0,0
1961,7,1/07/1961,3,12.3,0,0,0,6659290,0,0,0
1961,8,1/08/1961,3,13.7,0,0,0,6659290,0,0,0
1961,9,1/09/1961,3,18.8,0,0,0,6659290,0,0,0
1961,10,1/10/1961,3,21.5,0,0,0,6659290,0,0,0
1961,11,1/11/1961,3,22.7,1,0,0,6659290,0,0,0
1961,12,1/12/1961,3,25.8,3,0,0,6659290,0,0,0
1962,1,1/01/1962,3,27.7,5,0,0,6659290,0,0,0
1962,2,1/02/1962,3,26.5,2,0,0,6659290,0,0,0
1962,3,1/03/1962,3,24.7,0,0,0,6659290,0,0,0
1962,4,1/04/1962,3,21.5,0,0,0,6659290,0,0,0
1962,5,1/05/1962,3,14.6,0,0,0,6659290,0,0,0
1962,6,1/06/1962,3,15.0,0,0,0,6659290,0,0,0
1962,7,1/07/1962,3,14.0,0,0,0,6659290,0,0,0
1962,8,1/08/1962,3,13.8,0,0,0,6659290,0,0,0
1962,9,1/09/1962,3,16.2,0,0,0,6659290,0,0,0
1962,10,1/10/1962,3,17.7,0,0,0,6659290,0,0,0
1962,11,1/11/1962,3,24.2,2,0,0,6659290,0,0,0
1962,12,1/12/1962,3,22.9,1,0,0,6659290,0,0,0
1963,1,1/01/1963,3,,0,0,0,6659290,0,0,0
1963,2,1/02/1963,3,25.2,2,0,0,6659290,0,0,0
1963,3,1/03/1963,3,23.9,0,0,0,6659290,0,0,0
1963,4,1/04/1963,3,20.2,0,0,0,6659290,0,0,0
1963,5,1/05/1963,3,14.9,0,0,0,6659290,0,0,0
1963,6,1/06/1963,3,,0,0,0,6659290,0,0,0
1963,7,1/07/1963,3,11.9,0,0,0,6659290,0,0,0
1963,8,1/08/1963,3,13.8,0,0,0,6659290,0,0,0
1963,9,1/09/1963,3,16.8,0,0,0,6659290,0,0,0
1963,10,1/10/1963,3,20.9,0,0,0,6659290,0,0,0
1963,11,1/11/1963,3,23.1,0,0,0,6659290,0,0,0
1963,12,1/12/1963,3,24.8,0,0,0,6659290,0,0,0
1964,1,1/01/1964,3,26.4,4,0,0,6659290,0,0,0
1964,2,1/02/1964,3,23.5,1,0,0,6659290,0,0,0
1964,3,1/03/1964,3,24.6,1,0,0,6659290,0,0,0
1964,4,1/04/1964,3,20.5,0,0,0,6659290,0,0,0
1964,5,1/05/1964,3,16.5,0,0,0,6659290,0,0,0
1964,6,1/06/1964,3,13.7,0,0,0,6659290,0,0,0
1964,7,1/07/1964,3,12.6,0,0,0,6659290,0,0,0
1964,8,1/08/1964,3,13.4,0,0,0,6659290,0,0,0
1964,9,1/09/1964,3,15.6,0,0,0,6659290,0,0,0
1964,10,1/10/1964,3,17.4,0,0,0,6659290,0,0,0
1964,11,1/11/1964,3,21.2,0,0,0,6659290,0,0,0
1964,12,1/12/1964,3,20.2,0,0,0,6659290,0,0,0
1965,1,1/01/1965,3,24.4,3,0,0,6659290,0,0,0
1965,2,1/02/1965,3,27.5,3,0,0,6659290,0,0,0
1965,3,1/03/1965,3,24.4,2,0,0,6659290,0,0,0
1965,4,1/04/1965,3,17.5,0,0,0,6659290,0,0,0
1965,5,1/05/1965,3,16.2,0,0,0,6659290,0,0,0
1965,6,1/06/1965,3,14.3,0,0,0,6659290,0,0,0
1965,7,1/07/1965,3,12.3,0,0,0,6659290,0,0,0
1965,8,1/08/1965,3,14.0,0,0,0,6659290,0,0,0
1965,9,1/09/1965,3,16.9,0,0,0,6659290,0,0,0
1965,10,1/10/1965,3,21.0,0,0,233,6659290,0.003498872,1,0
1965,11,1/11/1965,3,21.5,0,0,0,6659290,0,0,0
1965,12,1/12/1965,3,26.5,3,0,1764,6659290,0.02648931,1,0
1966,1,1/01/1966,3,27.6,2,0,0,6659290,0,0,0
1966,2,1/02/1966,3,25.2,0,0,0,6659290,0,0,0
1966,3,1/03/1966,3,23.5,2,0,362,6659290,0.005436015,1,0
1966,4,1/04/1966,3,19.1,0,0,0,6659290,0,0,0
1966,5,1/05/1966,3,15.8,0,0,0,6659290,0,0,0
1966,6,1/06/1966,3,14.0,0,0,0,6659290,0,0,0
1966,7,1/07/1966,3,11.3,0,0,0,6659290,0,0,0
1966,8,1/08/1966,3,12.9,0,0,0,6659290,0,0,0
1966,9,1/09/1966,3,14.8,0,0,0,6659290,0,0,0
1966,10,1/10/1966,3,17.9,0,0,0,6659290,0,0,0
1966,11,1/11/1966,3,23.2,2,0,0,6659290,0,0,0
1966,12,1/12/1966,3,22.1,1,0,0,6659290,0,0,0
1967,1,1/01/1967,3,24.3,0,0,0,6659290,0,0,0
1967,2,1/02/1967,3,26.1,5,0,0,6659290,0,0,0
1967,3,1/03/1967,3,22.3,0,0,0,6659290,0,0,0
1967,4,1/04/1967,3,22.5,0,0,0,6659290,0,0,0
